2018-11-03 18:06:09,082 - DEBUG - generation=0, parent={0: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'selu', 'nbLayers': 15, 'nbNeurons': 64}, 1: {'dropout': 0.1, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 2: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'sgd', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 4}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 7: {'dropout': 0.25, 'optimizer': 'adagrad', 'activation': 'tanh', 'nbLayers': 1, 'nbNeurons': 128}}, child={0: {'dropout': 0.3, 'optimizer': 'nadam', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 4}, 1: {'dropout': 0.25, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 15, 'nbNeurons': 16}, 2: {'dropout': 0.5, 'optimizer': 'sgd', 'activation': 'relu', 'nbLayers': 15, 'nbNeurons': 16}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'sgd', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 4}, 6: {'dropout': 0.2, 'optimizer': 'adadelta', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 4}, 7: {'dropout': 0.25, 'optimizer': 'adagrad', 'activation': 'tanh', 'nbLayers': 1, 'nbNeurons': 128}}, parentFitness={0: 10.0, 1: 31.64, 2: 31.680000000000003, 3: 18.39, 4: 29.15, 5: 10.0, 6: 31.19, 7: 10.0}, childFitness={0: 10.0, 1: 10.0, 2: 10.0, 3: 31.240000000000002, 4: 35.76, 5: 10.0, 6: 10.0, 7: 21.4}, networkFitness={0: 10.0, 1: 31.64, 2: 31.680000000000003, 3: 31.240000000000002, 4: 35.76, 5: 10.0, 6: 31.19, 7: 21.4}, genBestFitness=35.7600
2018-11-03 18:10:04,349 - DEBUG - generation=1, parent={0: {'dropout': 0.25, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 1: {'dropout': 0.1, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 2: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.5, 'optimizer': 'nadam', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 64}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 7: {'dropout': 0.25, 'optimizer': 'adagrad', 'activation': 'tanh', 'nbLayers': 1, 'nbNeurons': 128}}, child={0: {'dropout': 0.25, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 1: {'dropout': 0.3, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 4}, 2: {'dropout': 0.5, 'optimizer': 'adam', 'activation': 'relu', 'nbLayers': 15, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 16}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'sgd', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 128}, 6: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 4}, 7: {'dropout': 0.2, 'optimizer': 'adadelta', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 128}}, parentFitness={0: 8.94, 1: 34.64, 2: 33.17, 3: 32.800000000000004, 4: 36.370000000000005, 5: 10.0, 6: 31.19, 7: 26.93}, childFitness={0: 31.330000000000002, 1: 10.0, 2: 10.0, 3: 22.37, 4: 37.09, 5: 10.0, 6: 10.0, 7: 10.0}, networkFitness={0: 31.330000000000002, 1: 34.64, 2: 33.17, 3: 32.800000000000004, 4: 37.09, 5: 10.0, 6: 31.19, 7: 26.93}, genBestFitness=37.0900
2018-11-03 18:14:32,579 - DEBUG - generation=2, parent={0: {'dropout': 0.25, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 1: {'dropout': 0.1, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 2: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 7: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 9, 'nbNeurons': 128}}, child={0: {'dropout': 0.25, 'optimizer': 'adam', 'activation': 'tanh', 'nbLayers': 1, 'nbNeurons': 128}, 1: {'dropout': 0.5, 'optimizer': 'nadam', 'activation': 'sigmoid', 'nbLayers': 9, 'nbNeurons': 32}, 2: {'dropout': 0.5, 'optimizer': 'sgd', 'activation': 'relu', 'nbLayers': 15, 'nbNeurons': 16}, 3: {'dropout': 0.4, 'optimizer': 'sgd', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 16}, 4: {'dropout': 0.4, 'optimizer': 'sgd', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.4, 'optimizer': 'adadelta', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 128}, 7: {'dropout': 0.2, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 128}}, parentFitness={0: 27.860000000000003, 1: 29.21, 2: 33.160000000000004, 3: 25.96, 4: 32.769999999999996, 5: 10.0, 6: 30.97, 7: 21.8}, childFitness={0: 30.94, 1: 10.0, 2: 10.0, 3: 10.0, 4: 30.65, 5: 34.8, 6: 10.0, 7: 10.0}, networkFitness={0: 31.330000000000002, 1: 34.64, 2: 33.17, 3: 32.800000000000004, 4: 37.09, 5: 34.8, 6: 31.19, 7: 26.93}, genBestFitness=37.0900
2018-11-03 18:19:31,966 - DEBUG - generation=3, parent={0: {'dropout': 0.25, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 1: {'dropout': 0.1, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 2: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 7: {'dropout': 0.3, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 6, 'nbNeurons': 64}}, child={0: {'dropout': 0.3, 'optimizer': 'adam', 'activation': 'hard_sigmoid', 'nbLayers': 6, 'nbNeurons': 32}, 1: {'dropout': 0.5, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 15, 'nbNeurons': 32}, 2: {'dropout': 0.5, 'optimizer': 'nadam', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 4}, 3: {'dropout': 0.5, 'optimizer': 'sgd', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 4}, 4: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 4}, 6: {'dropout': 0.4, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 4}, 7: {'dropout': 0.25, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 128}}, parentFitness={0: 32.87, 1: 26.939999999999998, 2: 32.06, 3: 30.709999999999997, 4: 36.480000000000004, 5: 34.77, 6: 30.759999999999998, 7: 19.189999999999998}, childFitness={0: 8.74, 1: 10.0, 2: 10.0, 3: 24.990000000000002, 4: 10.0, 5: 10.0, 6: 10.0, 7: 10.0}, networkFitness={0: 32.87, 1: 34.64, 2: 33.17, 3: 32.800000000000004, 4: 37.09, 5: 34.8, 6: 31.19, 7: 26.93}, genBestFitness=37.0900
2018-11-03 18:24:42,617 - DEBUG - generation=4, parent={0: {'dropout': 0.25, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 1: {'dropout': 0.1, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 2: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 7: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'tanh', 'nbLayers': 15, 'nbNeurons': 4}}, child={0: {'dropout': 0.3, 'optimizer': 'adam', 'activation': 'tanh', 'nbLayers': 15, 'nbNeurons': 4}, 1: {'dropout': 0.5, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 15, 'nbNeurons': 4}, 2: {'dropout': 0.5, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 15, 'nbNeurons': 4}, 3: {'dropout': 0.1, 'optimizer': 'sgd', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 4}, 4: {'dropout': 0.5, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 15, 'nbNeurons': 4}, 5: {'dropout': 0.4, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 4}, 6: {'dropout': 0.2, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 4}, 7: {'dropout': 0.2, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 4}}, parentFitness={0: 33.31, 1: 32.49, 2: 33.71, 3: 28.88, 4: 35.93, 5: 35.589999999999996, 6: 30.98, 7: 10.0}, childFitness={0: 10.0, 1: 10.0, 2: 10.0, 3: 22.830000000000002, 4: 10.0, 5: 18.9, 6: 10.0, 7: 10.0}, networkFitness={0: 33.31, 1: 34.64, 2: 33.71, 3: 32.800000000000004, 4: 37.09, 5: 35.589999999999996, 6: 31.19, 7: 26.93}, genBestFitness=37.0900
2018-11-03 18:30:13,776 - DEBUG - generation=5, parent={0: {'dropout': 0.25, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 1: {'dropout': 0.1, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 2: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 7: {'dropout': 0.25, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 6, 'nbNeurons': 4}}, child={0: {'dropout': 0.3, 'optimizer': 'nadam', 'activation': 'elu', 'nbLayers': 15, 'nbNeurons': 16}, 1: {'dropout': 0.3, 'optimizer': 'nadam', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 2: {'dropout': 0.5, 'optimizer': 'sgd', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'sgd', 'activation': 'selu', 'nbLayers': 15, 'nbNeurons': 4}, 4: {'dropout': 0.1, 'optimizer': 'sgd', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 7: {'dropout': 0.25, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 128}}, parentFitness={0: 31.669999999999998, 1: 27.839999999999996, 2: 31.45, 3: 29.310000000000002, 4: 34.52, 5: 34.39, 6: 31.61, 7: 8.38}, childFitness={0: 10.0, 1: 27.58, 2: 26.340000000000003, 3: 10.0, 4: 33.51, 5: 36.44, 6: 29.770000000000003, 7: 10.0}, networkFitness={0: 33.31, 1: 34.64, 2: 33.71, 3: 32.800000000000004, 4: 37.09, 5: 36.44, 6: 31.61, 7: 26.93}, genBestFitness=37.0900
2018-11-03 18:36:33,215 - DEBUG - generation=6, parent={0: {'dropout': 0.25, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 1: {'dropout': 0.1, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 2: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 7: {'dropout': 0.3, 'optimizer': 'adadelta', 'activation': 'tanh', 'nbLayers': 3, 'nbNeurons': 16}}, child={0: {'dropout': 0.25, 'optimizer': 'adagrad', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 1: {'dropout': 0.5, 'optimizer': 'nadam', 'activation': 'hard_sigmoid', 'nbLayers': 9, 'nbNeurons': 4}, 2: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 15, 'nbNeurons': 16}, 3: {'dropout': 0.1, 'optimizer': 'sgd', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 16}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 4}, 6: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 4}, 7: {'dropout': 0.2, 'optimizer': 'adadelta', 'activation': 'tanh', 'nbLayers': 15, 'nbNeurons': 4}}, parentFitness={0: 31.59, 1: 24.3, 2: 32.49, 3: 27.71, 4: 37.059999999999995, 5: 36.8, 6: 29.189999999999998, 7: 10.0}, childFitness={0: 33.300000000000004, 1: 10.0, 2: 9.11, 3: 10.0, 4: 36.88, 5: 10.0, 6: 10.0, 7: 10.0}, networkFitness={0: 33.31, 1: 34.64, 2: 33.71, 3: 32.800000000000004, 4: 37.09, 5: 36.8, 6: 31.61, 7: 26.93}, genBestFitness=37.0900
2018-11-03 18:43:33,285 - DEBUG - generation=7, parent={0: {'dropout': 0.25, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 1: {'dropout': 0.1, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 2: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 7: {'dropout': 0.2, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 6, 'nbNeurons': 4}}, child={0: {'dropout': 0.25, 'optimizer': 'adagrad', 'activation': 'tanh', 'nbLayers': 6, 'nbNeurons': 128}, 1: {'dropout': 0.3, 'optimizer': 'nadam', 'activation': 'selu', 'nbLayers': 15, 'nbNeurons': 4}, 2: {'dropout': 0.4, 'optimizer': 'sgd', 'activation': 'relu', 'nbLayers': 15, 'nbNeurons': 128}, 3: {'dropout': 0.1, 'optimizer': 'sgd', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 16}, 4: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 15, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.2, 'optimizer': 'adadelta', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 4}, 7: {'dropout': 0.25, 'optimizer': 'adagrad', 'activation': 'tanh', 'nbLayers': 1, 'nbNeurons': 128}}, parentFitness={0: 30.659999999999997, 1: 33.23, 2: 34.71, 3: 30.259999999999998, 4: 35.91, 5: 32.66, 6: 30.620000000000005, 7: 28.15}, childFitness={0: 10.0, 1: 10.0, 2: 10.01, 3: 30.620000000000005, 4: 8.42, 5: 34.62, 6: 21.52, 7: 22.68}, networkFitness={0: 33.31, 1: 34.64, 2: 34.71, 3: 32.800000000000004, 4: 37.09, 5: 36.8, 6: 31.61, 7: 28.15}, genBestFitness=37.0900
2018-11-03 18:50:41,678 - DEBUG - generation=8, parent={0: {'dropout': 0.25, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 1: {'dropout': 0.1, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 2: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 7: {'dropout': 0.1, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 64}}, child={0: {'dropout': 0.3, 'optimizer': 'nadam', 'activation': 'tanh', 'nbLayers': 6, 'nbNeurons': 16}, 1: {'dropout': 0.5, 'optimizer': 'nadam', 'activation': 'sigmoid', 'nbLayers': 6, 'nbNeurons': 32}, 2: {'dropout': 0.5, 'optimizer': 'adamax', 'activation': 'relu', 'nbLayers': 15, 'nbNeurons': 128}, 3: {'dropout': 0.1, 'optimizer': 'sgd', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 16}, 4: {'dropout': 0.1, 'optimizer': 'sgd', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 4}, 5: {'dropout': 0.4, 'optimizer': 'adadelta', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 128}, 6: {'dropout': 0.4, 'optimizer': 'adadelta', 'activation': 'sigmoid', 'nbLayers': 15, 'nbNeurons': 128}, 7: {'dropout': 0.25, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 4}}, parentFitness={0: 28.7, 1: 30.049999999999997, 2: 31.580000000000002, 3: 29.42, 4: 35.730000000000004, 5: 33.73, 6: 31.47, 7: 10.0}, childFitness={0: 10.0, 1: 10.0, 2: 10.0, 3: 28.410000000000004, 4: 24.91, 5: 10.0, 6: 10.0, 7: 10.0}, networkFitness={0: 33.31, 1: 34.64, 2: 34.71, 3: 32.800000000000004, 4: 37.09, 5: 36.8, 6: 31.61, 7: 28.15}, genBestFitness=37.0900
2018-11-03 18:58:18,248 - DEBUG - generation=9, parent={0: {'dropout': 0.25, 'optimizer': 'adadelta', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 1: {'dropout': 0.1, 'optimizer': 'nadam', 'activation': 'relu', 'nbLayers': 1, 'nbNeurons': 128}, 2: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 32}, 4: {'dropout': 0.1, 'optimizer': 'adamax', 'activation': 'selu', 'nbLayers': 1, 'nbNeurons': 128}, 5: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 7: {'dropout': 0.1, 'optimizer': 'sgd', 'activation': 'hard_sigmoid', 'nbLayers': 3, 'nbNeurons': 16}}, child={0: {'dropout': 0.3, 'optimizer': 'adam', 'activation': 'tanh', 'nbLayers': 1, 'nbNeurons': 4}, 1: {'dropout': 0.5, 'optimizer': 'adam', 'activation': 'relu', 'nbLayers': 9, 'nbNeurons': 32}, 2: {'dropout': 0.4, 'optimizer': 'adam', 'activation': 'relu', 'nbLayers': 15, 'nbNeurons': 4}, 3: {'dropout': 0.4, 'optimizer': 'adamax', 'activation': 'hard_sigmoid', 'nbLayers': 1, 'nbNeurons': 16}, 4: {'dropout': 0.4, 'optimizer': 'sgd', 'activation': 'hard_sigmoid', 'nbLayers': 15, 'nbNeurons': 128}, 5: {'dropout': 0.2, 'optimizer': 'adamax', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}, 6: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 4}, 7: {'dropout': 0.2, 'optimizer': 'sgd', 'activation': 'sigmoid', 'nbLayers': 1, 'nbNeurons': 128}}, parentFitness={0: 29.509999999999998, 1: 32.5, 2: 28.84, 3: 30.990000000000002, 4: 34.89, 5: 35.96, 6: 31.94, 7: 10.0}, childFitness={0: 25.64, 1: 10.0, 2: 10.0, 3: 25.629999999999995, 4: 10.0, 5: 36.08, 6: 16.8, 7: 28.99}, networkFitness={0: 33.31, 1: 34.64, 2: 34.71, 3: 32.800000000000004, 4: 37.09, 5: 36.8, 6: 31.94, 7: 28.99}, genBestFitness=37.0900
